,GEO,grade,home_ownership,initial_list_status,purpose,term,verification_status,emp_length,last_fico_range_high,total_rec_prncp,int_rate
15116,E,C,RENT,w,other, 36 months,Source Verified,1 year,614.0,8000.0,12.99
98336,W,C,RENT,f,debt_consolidation, 36 months,Source Verified,8 years,714.0,7500.0,13.98
77230,E,A,MORTGAGE,f,home_improvement, 36 months,Not Verified,10+ years,779.0,3500.0,7.12
10206,E,D,OWN,w,home_improvement, 60 months,Verified,1 year,759.0,20000.0,15.59
84633,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,3 years,549.0,11091.19,13.35
7595,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,5 years,554.0,11420.66,13.66
90141,E,D,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,< 1 year,649.0,8000.0,16.99
91234,I,F,RENT,f,debt_consolidation, 60 months,Verified,10+ years,594.0,1408.53,24.08
55480,I,B,RENT,f,debt_consolidation, 36 months,Verified,3 years,559.0,4155.79,9.17
6406,I,E,MORTGAGE,f,home_improvement, 60 months,Verified,9 years,564.0,2436.98,21.99
96292,W,E,RENT,w,debt_consolidation, 36 months,Verified,6 years,549.0,12835.33,20.99
58745,E,E,RENT,w,debt_consolidation, 36 months,Verified,< 1 year,599.0,3418.29,20.99
27480,I,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,5 years,499.0,746.11,12.39
82352,W,D,RENT,w,debt_consolidation, 60 months,Verified,10+ years,599.0,5812.74,15.61
20462,I,B,RENT,f,debt_consolidation, 36 months,Source Verified,< 1 year,539.0,6871.77,11.44
99838,E,D,RENT,w,debt_consolidation, 60 months,Verified,< 1 year,634.0,812.37,17.57
49195,E,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,644.0,20000.0,11.67
15347,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,664.0,1500.0,14.99
16127,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,694.0,11500.0,8.19
29413,W,D,RENT,f,credit_card, 36 months,Not Verified,4 years,714.0,6500.0,15.59
2221,I,D,RENT,f,credit_card, 60 months,Verified,< 1 year,669.0,12000.0,15.59
7551,I,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,624.0,1891.6,14.31
70877,I,B,MORTGAGE,f,home_improvement, 36 months,Not Verified,6 years,554.0,8000.0,10.99
31549,I,F,OWN,w,debt_consolidation, 60 months,Verified,6 years,699.0,30000.0,23.99
85300,E,A,RENT,w,credit_card, 36 months,Source Verified,7 years,639.0,21000.0,8.39
32449,I,C,OWN,w,home_improvement, 36 months,Not Verified,3 years,519.0,1029.52,13.35
91623,E,E,RENT,w,credit_card, 36 months,Source Verified,1 year,544.0,3200.39,19.52
61018,E,D,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,1 year,509.0,10285.17,16.29
33261,E,D,RENT,w,debt_consolidation, 60 months,Verified,6 years,499.0,6665.52,16.99
58974,E,F,RENT,f,small_business, 36 months,Verified,4 years,759.0,11975.0,24.5
33984,E,B,MORTGAGE,f,other, 36 months,Verified,,499.0,2129.54,12.49
88663,I,E,MORTGAGE,f,other, 60 months,Verified,< 1 year,664.0,10000.0,19.52
56546,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,7 years,694.0,15000.0,11.67
11822,E,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,754.0,30000.0,8.67
98508,W,C,RENT,f,debt_consolidation, 36 months,Verified,10+ years,499.0,2532.79,14.49
26387,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,1 year,714.0,19200.0,6.49
38533,E,B,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,499.0,15103.88,10.99
93757,W,D,MORTGAGE,f,credit_card, 60 months,Verified,10+ years,624.0,14400.0,18.24
19085,I,B,RENT,w,major_purchase, 60 months,Source Verified,10+ years,714.0,12000.0,11.99
39281,W,B,RENT,w,debt_consolidation, 36 months,Verified,< 1 year,614.0,1011.11,11.67
12302,I,B,OWN,f,credit_card, 60 months,Source Verified,10+ years,624.0,14783.93,8.67
82961,W,D,RENT,w,debt_consolidation, 36 months,Source Verified,5 years,499.0,13181.17,16.29
77661,E,C,MORTGAGE,w,other, 60 months,Source Verified,10+ years,549.0,1822.96,12.99
87904,I,D,MORTGAGE,f,home_improvement, 36 months,Verified,3 years,664.0,15000.0,16.29
53996,I,E,RENT,f,debt_consolidation, 60 months,Source Verified,10+ years,499.0,2399.58,20.2
68908,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,9 years,614.0,4086.29,11.67
18779,I,B,RENT,f,credit_card, 36 months,Source Verified,10+ years,729.0,10000.0,9.49
74965,E,D,RENT,f,debt_consolidation, 36 months,Not Verified,1 year,714.0,4950.0,16.29
11885,E,A,MORTGAGE,w,debt_consolidation, 36 months,Verified,,619.0,1087.63,7.49
13349,E,C,MORTGAGE,w,home_improvement, 60 months,Verified,10+ years,554.0,9988.28,13.66
93706,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,7 years,524.0,6288.36,10.15
23224,E,F,RENT,f,debt_consolidation, 60 months,Source Verified,4 years,594.0,4507.21,22.99
72083,E,C,RENT,f,other, 36 months,Not Verified,1 year,609.0,2882.2,13.98
94227,W,A,OWN,f,car, 36 months,Not Verified,8 years,664.0,7000.0,8.39
57737,W,E,MORTGAGE,f,home_improvement, 36 months,Verified,8 years,529.0,5882.53,20.2
90143,I,A,MORTGAGE,w,home_improvement, 36 months,Not Verified,1 year,644.0,2657.56,8.39
9460,W,F,RENT,f,major_purchase, 36 months,Not Verified,2 years,514.0,266.19,22.99
84868,E,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,644.0,8000.0,14.49
19437,E,B,MORTGAGE,f,home_improvement, 36 months,Source Verified,10+ years,764.0,2500.0,10.49
76192,I,A,OWN,w,debt_consolidation, 36 months,Verified,10+ years,689.0,6000.0,8.39
18339,I,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,5 years,684.0,17000.0,12.39
49430,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,5 years,539.0,7177.92,11.67
27662,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,619.0,6485.57,14.99
91339,I,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,694.0,15000.0,17.57
80179,E,D,MORTGAGE,f,debt_consolidation, 60 months,Source Verified,10+ years,689.0,20000.0,18.24
70949,I,D,RENT,f,debt_consolidation, 60 months,Source Verified,5 years,569.0,2552.79,16.99
19539,W,C,RENT,f,vacation, 36 months,Source Verified,10+ years,709.0,6000.0,12.39
48616,I,E,MORTGAGE,f,debt_consolidation, 36 months,Verified,,499.0,3180.3,20.99
84151,E,B,MORTGAGE,w,credit_card, 60 months,Source Verified,4 years,594.0,5878.62,10.99
16812,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,8 years,784.0,13825.0,9.49
13714,W,C,RENT,w,credit_card, 36 months,Not Verified,1 year,699.0,3475.0,12.99
70852,I,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,604.0,11076.09,9.17
94129,I,B,RENT,f,debt_consolidation, 36 months,Verified,10+ years,654.0,10000.0,10.99
89742,E,C,OWN,w,debt_consolidation, 36 months,Not Verified,6 years,634.0,2225.68,13.98
43203,E,F,MORTGAGE,w,home_improvement, 60 months,Verified,2 years,644.0,17100.0,24.5
70106,E,C,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,504.0,9017.68,13.35
74989,I,A,RENT,w,credit_card, 36 months,Source Verified,5 years,719.0,10000.0,6.49
43022,E,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,509.0,1921.33,14.99
79925,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,7 years,514.0,6903.02,17.57
26154,E,B,MORTGAGE,f,credit_card, 36 months,Not Verified,10+ years,714.0,16500.0,9.49
66070,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,679.0,15000.0,10.15
88866,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,679.0,12000.0,10.99
67555,I,A,MORTGAGE,f,credit_card, 36 months,Source Verified,3 years,649.0,20000.0,7.12
54738,E,D,OWN,w,debt_consolidation, 60 months,Source Verified,9 years,519.0,3281.78,16.29
44575,I,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,1 year,719.0,24000.0,7.12
24654,W,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,3 years,794.0,12000.0,13.66
71677,I,C,RENT,f,other, 36 months,Source Verified,1 year,634.0,3215.32,12.99
27696,E,A,MORTGAGE,w,credit_card, 36 months,Source Verified,1 year,539.0,6702.4,7.49
25628,E,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,2 years,704.0,15000.0,10.49
14220,E,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,6 years,779.0,16000.0,10.49
31604,E,C,RENT,w,debt_consolidation, 36 months,Verified,2 years,534.0,10887.11,14.31
53306,E,A,MORTGAGE,f,debt_consolidation, 36 months,Verified,7 years,834.0,16000.0,6.03
86635,W,D,MORTGAGE,f,vacation, 36 months,Not Verified,10+ years,684.0,4200.0,16.99
59576,I,D,RENT,w,credit_card, 36 months,Not Verified,3 years,644.0,2000.0,15.61
5821,I,B,MORTGAGE,f,credit_card, 36 months,Not Verified,2 years,614.0,1291.06,9.49
37614,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,769.0,24000.0,10.15
19735,I,B,OWN,w,debt_consolidation, 60 months,Source Verified,5 years,614.0,4451.41,11.44
9963,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,649.0,14000.0,11.99
86242,E,F,MORTGAGE,f,major_purchase, 36 months,Source Verified,10+ years,614.0,397.05,24.5
67872,E,E,MORTGAGE,f,debt_consolidation, 60 months,Verified,10+ years,559.0,939.21,18.99
99693,I,D,RENT,w,other, 36 months,Verified,10+ years,504.0,1029.66,16.29
53729,E,C,RENT,f,credit_card, 36 months,Verified,< 1 year,514.0,5270.91,14.49
10717,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,10+ years,694.0,12000.0,11.44
25964,W,D,RENT,w,debt_consolidation, 60 months,Source Verified,9 years,499.0,4098.2,15.59
93110,I,E,MORTGAGE,w,debt_consolidation, 36 months,Verified,5 years,714.0,35000.0,19.52
68732,I,E,RENT,f,major_purchase, 60 months,Source Verified,3 years,624.0,3657.25,22.15
60226,I,D,OWN,f,home_improvement, 36 months,Not Verified,10+ years,624.0,1194.8,16.99
40111,E,C,OWN,w,home_improvement, 36 months,Source Verified,4 years,704.0,9500.0,13.35
31708,E,A,MORTGAGE,f,other, 36 months,Not Verified,10+ years,779.0,5000.0,6.49
51579,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,3 years,674.0,25375.0,17.57
5307,I,A,MORTGAGE,f,credit_card, 36 months,Source Verified,1 year,789.0,9600.0,6.49
2202,I,E,RENT,f,credit_card, 60 months,Source Verified,3 years,564.0,3135.05,19.24
31421,I,B,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,724.0,23225.0,11.99
41745,I,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,739.0,26950.0,17.57
1185,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,6 years,754.0,24000.0,11.99
782,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,689.0,8400.0,12.39
50318,W,B,RENT,f,debt_consolidation, 36 months,Verified,,709.0,10000.0,10.99
64379,I,D,RENT,w,credit_card, 36 months,Source Verified,10+ years,539.0,3842.79,16.99
18270,I,C,RENT,w,other, 60 months,Verified,,594.0,6980.64,13.66
57198,E,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,519.0,9888.9,15.61
36976,E,D,MORTGAGE,w,debt_consolidation, 36 months,Verified,,499.0,2200.91,17.57
81430,E,A,RENT,w,credit_card, 36 months,Source Verified,6 years,499.0,3660.11,7.69
5285,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,2 years,774.0,4000.0,8.67
54066,I,E,OWN,w,debt_consolidation, 60 months,Source Verified,10+ years,594.0,14075.0,19.52
32998,E,D,OWN,w,vacation, 36 months,Not Verified,6 years,574.0,5000.0,15.61
51941,E,B,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,634.0,7233.87,9.17
83768,I,F,RENT,f,debt_consolidation, 36 months,Verified,6 years,509.0,5650.34,25.57
58410,E,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,624.0,15000.0,15.61
3134,I,C,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,1 year,504.0,3464.49,12.39
63224,W,B,RENT,f,credit_card, 36 months,Source Verified,2 years,719.0,5267.39,10.99
23919,E,B,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,7 years,534.0,6194.31,11.44
80487,I,A,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,2 years,624.0,21000.0,7.12
5994,E,D,RENT,f,debt_consolidation, 36 months,Verified,< 1 year,769.0,8000.0,15.99
8922,E,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,5 years,564.0,3646.88,21.99
40122,I,C,MORTGAGE,f,home_improvement, 36 months,Source Verified,10+ years,499.0,2603.86,14.99
25915,W,E,RENT,w,debt_consolidation, 60 months,Verified,1 year,519.0,5482.16,21.99
19278,I,A,RENT,w,credit_card, 36 months,Source Verified,3 years,669.0,5500.0,6.99
35469,I,E,MORTGAGE,w,debt_consolidation, 60 months,Verified,2 years,669.0,653.19,22.15
10120,E,C,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,499.0,658.8,14.99
21600,E,D,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,8 years,574.0,2616.68,16.49
63705,E,C,RENT,w,credit_card, 60 months,Source Verified,10+ years,604.0,10770.27,13.98
16774,W,D,RENT,w,debt_consolidation, 36 months,Verified,10+ years,559.0,3273.93,17.14
90238,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,579.0,3935.46,13.98
56354,E,B,RENT,w,home_improvement, 60 months,Verified,7 years,589.0,14595.68,12.49
73354,E,D,RENT,f,debt_consolidation, 36 months,Not Verified,6 years,734.0,18150.0,16.99
21221,E,E,MORTGAGE,w,home_improvement, 60 months,Verified,10+ years,634.0,23100.0,20.99
36094,E,C,RENT,w,debt_consolidation, 36 months,Not Verified,10+ years,499.0,2054.48,13.35
82581,I,D,RENT,w,debt_consolidation, 60 months,Source Verified,5 years,714.0,18350.0,17.57
41638,I,D,RENT,w,debt_consolidation, 36 months,Source Verified,10+ years,574.0,13012.99,16.99
28899,E,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,,724.0,15000.0,12.39
78141,E,C,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,10+ years,704.0,1690.29,13.35
3646,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,1 year,574.0,2568.98,12.99
67514,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,9 years,759.0,15709.67,7.12
5826,E,C,OWN,f,other, 36 months,Verified,,714.0,3000.0,12.39
28014,I,C,RENT,f,debt_consolidation, 36 months,Not Verified,4 years,524.0,5417.3,14.31
1060,E,B,MORTGAGE,f,home_improvement, 36 months,Source Verified,10+ years,549.0,3500.0,10.49
81427,E,B,MORTGAGE,w,debt_consolidation, 36 months,Verified,2 years,674.0,25000.0,9.17
49516,E,C,RENT,f,moving, 36 months,Verified,< 1 year,644.0,1186.8,13.98
12202,I,A,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,734.0,6500.0,8.19
95649,W,E,RENT,w,debt_consolidation, 60 months,Source Verified,6 years,559.0,10482.06,18.99
12416,E,A,MORTGAGE,w,credit_card, 36 months,Verified,2 years,744.0,25000.0,7.49
48041,I,A,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,8 years,594.0,2882.46,8.39
79127,E,A,OWN,f,credit_card, 36 months,Verified,10+ years,724.0,35000.0,8.39
4639,I,A,MORTGAGE,f,home_improvement, 36 months,Not Verified,2 years,814.0,7000.0,6.49
9036,W,C,RENT,f,other, 36 months,Source Verified,2 years,714.0,15000.0,12.39
5934,E,B,MORTGAGE,f,medical, 36 months,Not Verified,< 1 year,654.0,2400.0,8.67
29188,I,B,RENT,w,debt_consolidation, 36 months,Source Verified,8 years,699.0,8000.0,11.99
7344,I,C,RENT,w,other, 36 months,Source Verified,2 years,739.0,7000.0,12.99
83401,I,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,10+ years,614.0,7295.77,18.24
98709,E,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,5 years,559.0,25000.0,15.61
34551,E,C,MORTGAGE,w,credit_card, 36 months,Verified,9 years,539.0,12003.39,13.98
68266,E,B,MORTGAGE,f,home_improvement, 36 months,Verified,,704.0,2425.04,11.67
61464,I,B,RENT,f,debt_consolidation, 60 months,Not Verified,10+ years,704.0,13750.0,12.49
68946,E,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,9 years,509.0,4836.61,12.49
71297,I,B,MORTGAGE,f,credit_card, 36 months,Source Verified,4 years,784.0,23725.0,11.67
64156,W,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,7 years,694.0,5000.0,12.49
36030,E,C,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,8 years,699.0,25000.0,14.99
77683,E,B,RENT,f,debt_consolidation, 60 months,Source Verified,1 year,624.0,2732.52,9.17
10853,E,C,OWN,f,debt_consolidation, 60 months,Source Verified,1 year,594.0,7938.52,14.99
80754,I,C,RENT,f,debt_consolidation, 36 months,Verified,3 years,529.0,9448.29,14.99
17001,I,D,MORTGAGE,w,home_improvement, 36 months,Verified,10+ years,659.0,4000.0,16.49
389,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,10+ years,519.0,2104.45,8.67
15191,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,10+ years,739.0,24075.0,19.24
84831,I,C,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,504.0,3381.86,13.35
65478,I,E,RENT,w,debt_consolidation, 36 months,Source Verified,,584.0,0.0,19.52
34315,E,A,MORTGAGE,w,debt_consolidation, 36 months,Source Verified,10+ years,799.0,25000.0,7.12
21998,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,7 years,654.0,12000.0,11.99
40637,E,C,RENT,w,debt_consolidation, 36 months,Source Verified,7 years,809.0,35000.0,12.99
34489,E,A,OWN,w,debt_consolidation, 36 months,Source Verified,4 years,789.0,20000.0,8.39
9094,I,F,MORTGAGE,w,debt_consolidation, 60 months,Verified,1 year,729.0,17425.0,23.99
25866,E,F,RENT,w,debt_consolidation, 60 months,Source Verified,2 years,539.0,1979.63,24.5
37905,W,B,RENT,f,debt_consolidation, 36 months,Not Verified,5 years,669.0,10000.0,12.49
95422,E,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,8 years,554.0,5619.0,16.99
50036,I,A,OWN,f,credit_card, 36 months,Source Verified,,749.0,28000.0,6.03
48142,E,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,5 years,559.0,5591.6,14.49
87233,E,D,RENT,f,other, 36 months,Verified,< 1 year,689.0,1500.0,18.24
39896,I,D,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,8 years,654.0,19750.0,17.57
37953,W,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,,674.0,5257.44,12.99
87817,E,E,OWN,f,home_improvement, 36 months,Verified,10+ years,654.0,5000.0,22.15
85848,E,B,RENT,w,debt_consolidation, 36 months,Not Verified,7 years,779.0,16000.0,10.99
96682,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,< 1 year,759.0,10800.0,11.67
65371,I,F,RENT,f,debt_consolidation, 36 months,Verified,< 1 year,544.0,3356.9,23.43
29604,E,D,OWN,w,debt_consolidation, 60 months,Verified,1 year,499.0,4093.31,17.14
40431,I,B,MORTGAGE,w,credit_card, 60 months,Verified,10+ years,599.0,872.8,12.49
28102,I,A,MORTGAGE,w,major_purchase, 36 months,Source Verified,6 years,754.0,6000.0,6.99
98814,W,E,RENT,f,debt_consolidation, 60 months,Verified,,529.0,9239.49,20.99
41003,W,D,RENT,f,debt_consolidation, 36 months,Source Verified,7 years,574.0,481.37,15.61
20831,E,D,RENT,w,debt_consolidation, 60 months,Verified,10+ years,544.0,4444.97,17.14
50675,E,D,RENT,w,debt_consolidation, 36 months,Source Verified,9 years,529.0,2226.33,16.99
9929,W,E,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,2 years,599.0,1037.7,18.54
32979,I,D,MORTGAGE,w,debt_consolidation, 60 months,Not Verified,3 years,499.0,812.37,17.57
30387,E,A,MORTGAGE,w,debt_consolidation, 60 months,Verified,3 years,689.0,25000.0,8.19
5728,W,B,OWN,f,credit_card, 36 months,Not Verified,2 years,509.0,5132.32,11.44
2639,W,E,RENT,f,debt_consolidation, 36 months,Verified,3 years,709.0,8337.24,20.99
80797,I,B,RENT,f,credit_card, 36 months,Not Verified,3 years,709.0,8000.0,11.67
67050,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,8 years,709.0,15000.0,10.99
22947,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,2 years,714.0,10000.0,9.49
77377,E,C,OWN,f,credit_card, 36 months,Verified,1 year,689.0,1298.99,13.35
27185,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,7 years,699.0,14375.0,19.99
26698,I,B,MORTGAGE,w,debt_consolidation, 36 months,Not Verified,10+ years,734.0,18000.0,10.49
44773,E,F,RENT,w,moving, 60 months,Verified,3 years,589.0,3786.29,24.5
71201,W,D,RENT,f,debt_consolidation, 36 months,Verified,1 year,619.0,891.81,18.24
32536,I,E,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,5 years,684.0,15825.0,20.99
61235,W,F,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,4 years,679.0,13375.0,25.57
40963,W,D,MORTGAGE,w,debt_consolidation, 60 months,Verified,< 1 year,554.0,10864.49,15.61
34709,I,A,RENT,w,credit_card, 36 months,Not Verified,< 1 year,689.0,9000.0,7.69
97317,E,E,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,699.0,9000.0,20.2
83605,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,639.0,1089.55,18.24
318,E,C,RENT,f,credit_card, 60 months,Source Verified,3 years,654.0,15400.0,12.99
7623,W,A,RENT,w,credit_card, 36 months,Not Verified,6 years,709.0,13000.0,6.49
47779,I,C,MORTGAGE,w,other, 36 months,Not Verified,4 years,599.0,903.43,12.99
26875,I,D,RENT,f,credit_card, 36 months,Source Verified,< 1 year,719.0,871.31,15.59
83430,E,G,MORTGAGE,f,small_business, 60 months,Source Verified,4 years,499.0,2867.71,26.06
94297,I,A,MORTGAGE,f,credit_card, 36 months,Not Verified,4 years,739.0,3000.0,8.39
12858,I,B,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,10+ years,604.0,11150.71,9.49
12234,E,A,OWN,w,debt_consolidation, 36 months,Not Verified,10+ years,824.0,9750.0,6.03
9219,I,B,OWN,f,home_improvement, 36 months,Verified,2 years,789.0,35000.0,10.49
23181,I,D,RENT,f,debt_consolidation, 36 months,Source Verified,10+ years,509.0,6130.91,15.99
50240,I,C,RENT,w,credit_card, 60 months,Source Verified,3 years,504.0,6083.16,13.98
16628,E,B,OWN,f,debt_consolidation, 36 months,Not Verified,7 years,744.0,10000.0,8.67
74170,W,E,RENT,w,debt_consolidation, 36 months,Source Verified,2 years,549.0,5000.0,18.99
27570,E,C,RENT,f,debt_consolidation, 36 months,Source Verified,3 years,654.0,5450.0,12.39
48526,I,C,MORTGAGE,w,credit_card, 36 months,Verified,9 years,769.0,14800.0,12.99
6368,I,B,MORTGAGE,f,debt_consolidation, 36 months,Not Verified,9 years,749.0,12750.0,10.49
25878,W,C,MORTGAGE,f,debt_consolidation, 36 months,Source Verified,8 years,624.0,12000.0,12.39
40352,I,A,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,7 years,644.0,2392.07,8.39
60879,I,B,RENT,f,debt_consolidation, 36 months,Not Verified,4 years,679.0,4058.01,10.15
25647,I,A,RENT,w,credit_card, 36 months,Source Verified,1 year,759.0,26000.0,6.03
58675,I,D,RENT,w,debt_consolidation, 60 months,Verified,7 years,654.0,447.02,15.61
62487,I,A,MORTGAGE,w,car, 36 months,Source Verified,3 years,704.0,8000.0,8.39
84692,W,E,RENT,w,debt_consolidation, 60 months,Verified,3 years,499.0,6213.35,20.2
46853,W,D,MORTGAGE,w,debt_consolidation, 60 months,Source Verified,9 years,564.0,7760.43,16.29
84131,E,D,RENT,f,other, 36 months,Not Verified,4 years,589.0,7350.0,15.61
60741,I,B,RENT,f,credit_card, 36 months,Source Verified,9 years,754.0,8200.0,9.17
93484,I,D,MORTGAGE,f,other, 60 months,Not Verified,10+ years,724.0,14000.0,16.99
38048,W,E,OWN,f,debt_consolidation, 36 months,Not Verified,1 year,614.0,3000.0,22.15
24246,I,B,RENT,f,credit_card, 36 months,Verified,< 1 year,569.0,1879.85,11.99
71986,I,A,OWN,f,debt_consolidation, 36 months,Source Verified,4 years,599.0,8000.0,7.12
68330,I,G,MORTGAGE,w,home_improvement, 60 months,Source Verified,10+ years,589.0,25900.0,25.83
99059,I,C,RENT,f,debt_consolidation, 36 months,Not Verified,< 1 year,699.0,5000.0,12.99
85818,E,C,RENT,w,debt_consolidation, 60 months,Source Verified,3 years,569.0,1683.03,13.98
60304,W,E,RENT,w,credit_card, 60 months,Source Verified,5 years,499.0,747.22,18.99
9984,E,C,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,734.0,12000.0,12.39
32948,I,D,MORTGAGE,f,debt_consolidation, 36 months,Verified,10+ years,639.0,35000.0,16.99
48329,W,D,RENT,f,other, 36 months,Source Verified,< 1 year,534.0,4653.47,16.29
78762,W,D,RENT,w,debt_consolidation, 36 months,Verified,2 years,554.0,3070.61,16.29
34447,I,C,MORTGAGE,w,debt_consolidation, 36 months,Verified,10+ years,589.0,1517.02,12.99
32693,E,D,RENT,w,debt_consolidation, 60 months,Source Verified,< 1 year,539.0,4757.16,15.61
23421,E,A,OWN,f,credit_card, 36 months,Source Verified,4 years,809.0,10000.0,8.19
83996,W,D,RENT,w,debt_consolidation, 60 months,Verified,2 years,714.0,33300.0,17.57
81906,W,D,RENT,f,moving, 36 months,Not Verified,5 years,554.0,397.13,16.99
26612,I,E,RENT,w,debt_consolidation, 60 months,Source Verified,7 years,614.0,20775.0,19.24
13764,E,E,RENT,f,debt_consolidation, 36 months,Source Verified,5 years,519.0,5363.0,18.54
72295,E,D,OWN,f,credit_card, 36 months,Verified,6 years,679.0,10000.0,16.29
47593,W,B,RENT,f,debt_consolidation, 36 months,Source Verified,7 years,704.0,20000.0,10.15
68954,E,B,RENT,f,credit_card, 36 months,Source Verified,10+ years,764.0,10000.0,10.15
56691,E,C,MORTGAGE,w,debt_consolidation, 60 months,Verified,6 years,729.0,35000.0,12.99
98998,I,C,RENT,w,debt_consolidation, 36 months,Not Verified,7 years,684.0,2250.0,13.35
87417,E,A,RENT,w,credit_card, 36 months,Not Verified,4 years,779.0,12000.0,6.03
45348,E,C,RENT,w,debt_consolidation, 60 months,Verified,< 1 year,624.0,12149.19,14.99
65488,E,C,MORTGAGE,f,debt_consolidation, 36 months,Verified,,499.0,2837.24,13.35
85888,W,F,RENT,f,renewable_energy, 36 months,Verified,< 1 year,684.0,9600.0,23.43
98082,E,B,RENT,f,debt_consolidation, 36 months,Not Verified,8 years,699.0,15000.0,10.15
28174,E,D,OWN,w,debt_consolidation, 60 months,Source Verified,1 year,674.0,133.31,15.59
